chr1L	chr1L
Scaffold107259	chrUn_NW_016794454v1
Scaffold10726	chrUn_NW_016704694v1
Scaffold107260	chrUn_NW_016794455v1
Scaffold107261	chrUn_NW_016794456v1
Scaffold107262	chrUn_NW_016794457v1
Scaffold107263	chrUn_NW_016794458v1
Scaffold107264	chrUn_NW_016794459v1
Scaffold107265	chrUn_NW_016794460v1
Scaffold107266	chrUn_NW_016794461v1
Scaffold107267	chrUn_NW_016794462v1
Scaffold107268	chrUn_NW_016794463v1
Scaffold107269	chrUn_NW_016794464v1
Scaffold10727	chrUn_NW_016704695v1
Scaffold107270	chrUn_NW_016794465v1
Scaffold107271	chrUn_NW_016794466v1
Scaffold107272	chrUn_NW_016794467v1
Scaffold107273	chrUn_NW_016794468v1
Scaffold107274	chrUn_NW_016794469v1
Scaffold107275	chrUn_NW_016794470v1
Scaffold107276	chrUn_NW_016794471v1
Scaffold107277	chrUn_NW_016794472v1
Scaffold107278	chrUn_NW_016794473v1
Scaffold107279	chrUn_NW_016794474v1
Scaffold10728	chrUn_NW_016704696v1
Scaffold107280	chrUn_NW_016794475v1
Scaffold107281	chrUn_NW_016794476v1
Scaffold107282	chrUn_NW_016794477v1
Scaffold107283	chrUn_NW_016794478v1
Scaffold107284	chrUn_NW_016794479v1
Scaffold107285	chrUn_NW_016794480v1
Scaffold107286	chrUn_NW_016794481v1
Scaffold107287	chrUn_NW_016794482v1
Scaffold107288	chrUn_NW_016794483v1
Scaffold107289	chrUn_NW_016794484v1
Scaffold10729	chrUn_NW_016704697v1
Scaffold107290	chrUn_NW_016794485v1
Scaffold107291	chrUn_NW_016794486v1
Scaffold107292	chrUn_NW_016794487v1
Scaffold107293	chrUn_NW_016794488v1
Scaffold107294	chrUn_NW_016794489v1
Scaffold107295	chrUn_NW_016794490v1
Scaffold107296	chrUn_NW_016794491v1
Scaffold107297	chrUn_NW_016794492v1
Scaffold107298	chrUn_NW_016794493v1
Scaffold107299	chrUn_NW_016794494v1
Scaffold1073	chrUn_NW_016695848v1
Scaffold10730	chrUn_NW_016704698v1
Scaffold107300	chrUn_NW_016794495v1
Scaffold107301	chrUn_NW_016794496v1
Scaffold107302	chrUn_NW_016794497v1
Scaffold107303	chrUn_NW_016794498v1
Scaffold107304	chrUn_NW_016794499v1
Scaffold107305	chrUn_NW_016794500v1
Scaffold107306	chrUn_NW_016794501v1
Scaffold107307	chrUn_NW_016794502v1
Scaffold107308	chrUn_NW_016794503v1
Scaffold107309	chrUn_NW_016794504v1
Scaffold10731	chrUn_NW_016704699v1
Scaffold107310	chrUn_NW_016794505v1
Scaffold107311	chrUn_NW_016794506v1
Scaffold107312	chrUn_NW_016794507v1
Scaffold107313	chrUn_NW_016794508v1
Scaffold107314	chrUn_NW_016794509v1
Scaffold107315	chrUn_NW_016794510v1
Scaffold107316	chrUn_NW_016794511v1
Scaffold107317	chrUn_NW_016794512v1
Scaffold107318	chrUn_NW_016794513v1
Scaffold107319	chrUn_NW_016794514v1
Scaffold10732	chrUn_NW_016704700v1
Scaffold107320	chrUn_NW_016794515v1
Scaffold107321	chrUn_NW_016794516v1
Scaffold107322	chrUn_NW_016794517v1
Scaffold107323	chrUn_NW_016794518v1
Scaffold107324	chrUn_NW_016794519v1
Scaffold107325	chrUn_NW_016794520v1
Scaffold107326	chrUn_NW_016794521v1
Scaffold107327	chrUn_NW_016794522v1
Scaffold107328	chrUn_NW_016794523v1
Scaffold107329	chrUn_NW_016794524v1
Scaffold10733	chrUn_NW_016704701v1
Scaffold107330	chrUn_NW_016794525v1
Scaffold107331	chrUn_NW_016794526v1
Scaffold107332	chrUn_NW_016794527v1
Scaffold107333	chrUn_NW_016794528v1
Scaffold107334	chrUn_NW_016794529v1
Scaffold107335	chrUn_NW_016794530v1
Scaffold107336	chrUn_NW_016794531v1
Scaffold107337	chrUn_NW_016794532v1
Scaffold107338	chrUn_NW_016794533v1
Scaffold107339	chrUn_NW_016794534v1
Scaffold107340	chrUn_NW_016794535v1
Scaffold107341	chrUn_NW_016794536v1
Scaffold107342	chrUn_NW_016794537v1
Scaffold107343	chrUn_NW_016794538v1
Scaffold107344	chrUn_NW_016794539v1
Scaffold107345	chrUn_NW_016794540v1
Scaffold107346	chrUn_NW_016794541v1
Scaffold107347	chrUn_NW_016794542v1
Scaffold107348	chrUn_NW_016794543v1
Scaffold107349	chrUn_NW_016794544v1
Scaffold10735	chrUn_NW_016704702v1
Scaffold107350	chrUn_NW_016794545v1
Scaffold107351	chrUn_NW_016794546v1
Scaffold107352	chrUn_NW_016794547v1
Scaffold107353	chrUn_NW_016794548v1
Scaffold107354	chrUn_NW_016794549v1
Scaffold107355	chrUn_NW_016794550v1
Scaffold107356	chrUn_NW_016794551v1
Scaffold107357	chrUn_NW_016794552v1
Scaffold107358	chrUn_NW_016794553v1
Scaffold107359	chrUn_NW_016794554v1
Scaffold10736	chrUn_NW_016704703v1
Scaffold107360	chrUn_NW_016794555v1
Scaffold107361	chrUn_NW_016794556v1
Scaffold107362	chrUn_NW_016794557v1
Scaffold107363	chrUn_NW_016794558v1
Scaffold107364	chrUn_NW_016794559v1
Scaffold107365	chrUn_NW_016794560v1
Scaffold107366	chrUn_NW_016794561v1
Scaffold107367	chrUn_NW_016794562v1
Scaffold107368	chrUn_NW_016794563v1
Scaffold107369	chrUn_NW_016794564v1
Scaffold10737	chrUn_NW_016704704v1
Scaffold107370	chrUn_NW_016794565v1
Scaffold107371	chrUn_NW_016794566v1
Scaffold107372	chrUn_NW_016794567v1
Scaffold107373	chrUn_NW_016794568v1
Scaffold107374	chrUn_NW_016794569v1
Scaffold107375	chrUn_NW_016794570v1
Scaffold107376	chrUn_NW_016794571v1
Scaffold107377	chrUn_NW_016794572v1
Scaffold107378	chrUn_NW_016794573v1
Scaffold107379	chrUn_NW_016794574v1
Scaffold10738	chrUn_NW_016704705v1
Scaffold107380	chrUn_NW_016794575v1
Scaffold107381	chrUn_NW_016794576v1
Scaffold107382	chrUn_NW_016794577v1
Scaffold107383	chrUn_NW_016794578v1
Scaffold107384	chrUn_NW_016794579v1
Scaffold107385	chrUn_NW_016794580v1
Scaffold107386	chrUn_NW_016794581v1
Scaffold107387	chrUn_NW_016794582v1
Scaffold107388	chrUn_NW_016794583v1
Scaffold107389	chrUn_NW_016794584v1
Scaffold10739	chrUn_NW_016704706v1
Scaffold107390	chrUn_NW_016794585v1
Scaffold107391	chrUn_NW_016794586v1
Scaffold107392	chrUn_NW_016794587v1
Scaffold107393	chrUn_NW_016794588v1
Scaffold107394	chrUn_NW_016794589v1
Scaffold107395	chrUn_NW_016794590v1
Scaffold107396	chrUn_NW_016794591v1
Scaffold107397	chrUn_NW_016794592v1
Scaffold107398	chrUn_NW_016794593v1
Scaffold107399	chrUn_NW_016794594v1
Scaffold1074	chrUn_NW_016695849v1
Scaffold10740	chrUn_NW_016704707v1
Scaffold107400	chrUn_NW_016794595v1
Scaffold107401	chrUn_NW_016794596v1
Scaffold107402	chrUn_NW_016794597v1
Scaffold107403	chrUn_NW_016794598v1
Scaffold107404	chrUn_NW_016794599v1
Scaffold107405	chrUn_NW_016794600v1
Scaffold107406	chrUn_NW_016794601v1
Scaffold107407	chrUn_NW_016794602v1
Scaffold107408	chrUn_NW_016794603v1
Scaffold107409	chrUn_NW_016794604v1
Scaffold10741	chrUn_NW_016704708v1
Scaffold107410	chrUn_NW_016794605v1
Scaffold107411	chrUn_NW_016794606v1
Scaffold107412	chrUn_NW_016794607v1
Scaffold107413	chrUn_NW_016794608v1
Scaffold107414	chrUn_NW_016794609v1
Scaffold107415	chrUn_NW_016794610v1
Scaffold107416	chrUn_NW_016794611v1
Scaffold107417	chrUn_NW_016794612v1
Scaffold107418	chrUn_NW_016794613v1
Scaffold107419	chrUn_NW_016794614v1
Scaffold10742	chrUn_NW_016704709v1
Scaffold107420	chrUn_NW_016794615v1
Scaffold107421	chrUn_NW_016794616v1
Scaffold107422	chrUn_NW_016794617v1
Scaffold107423	chrUn_NW_016794618v1
Scaffold107424	chrUn_NW_016794619v1
Scaffold107425	chrUn_NW_016794620v1
Scaffold107426	chrUn_NW_016794621v1
Scaffold107427	chrUn_NW_016794622v1
Scaffold107428	chrUn_NW_016794623v1
Scaffold107429	chrUn_NW_016794624v1
Scaffold10743	chrUn_NW_016704710v1
Scaffold107430	chrUn_NW_016794625v1
Scaffold107431	chrUn_NW_016794626v1
Scaffold107432	chrUn_NW_016794627v1
Scaffold107433	chrUn_NW_016794628v1
Scaffold107434	chrUn_NW_016794629v1
Scaffold107435	chrUn_NW_016794630v1
Scaffold107436	chrUn_NW_016794631v1
Scaffold107437	chrUn_NW_016794632v1
Scaffold107438	chrUn_NW_016794633v1
Scaffold107439	chrUn_NW_016794634v1
Scaffold107440	chrUn_NW_016794635v1
Scaffold107441	chrUn_NW_016794636v1
Scaffold107442	chrUn_NW_016794637v1
Scaffold107443	chrUn_NW_016794638v1
Scaffold107444	chrUn_NW_016794639v1
Scaffold107445	chrUn_NW_016794640v1
Scaffold107446	chrUn_NW_016794641v1
Scaffold107447	chrUn_NW_016794642v1
Scaffold107448	chrUn_NW_016794643v1
Scaffold107449	chrUn_NW_016794644v1
Scaffold10745	chrUn_NW_016704711v1
Scaffold107450	chrUn_NW_016794645v1
Scaffold107451	chrUn_NW_016794646v1
Scaffold107452	chrUn_NW_016794647v1
Scaffold107453	chrUn_NW_016794648v1
Scaffold107454	chrUn_NW_016794649v1
Scaffold107455	chrUn_NW_016794650v1
Scaffold107456	chrUn_NW_016794651v1
Scaffold107457	chrUn_NW_016794652v1
Scaffold107458	chrUn_NW_016794653v1
Scaffold107459	chrUn_NW_016794654v1
Scaffold10746	chrUn_NW_016704712v1
Scaffold107460	chrUn_NW_016794655v1
Scaffold107461	chrUn_NW_016794656v1
Scaffold107462	chrUn_NW_016794657v1
Scaffold107463	chrUn_NW_016794658v1
Scaffold107464	chrUn_NW_016794659v1
Scaffold107465	chrUn_NW_016794660v1
Scaffold107466	chrUn_NW_016794661v1
Scaffold107467	chrUn_NW_016794662v1
Scaffold107468	chrUn_NW_016794663v1
Scaffold107469	chrUn_NW_016794664v1
Scaffold10747	chrUn_NW_016704713v1
Scaffold107470	chrUn_NW_016794665v1
Scaffold107471	chrUn_NW_016794666v1
Scaffold107472	chrUn_NW_016794667v1
Scaffold107473	chrUn_NW_016794668v1
Scaffold107474	chrUn_NW_016794669v1
Scaffold107475	chrUn_NW_016794670v1
Scaffold107476	chrUn_NW_016794671v1
Scaffold107477	chrUn_NW_016794672v1
Scaffold107478	chrUn_NW_016794673v1
Scaffold107479	chrUn_NW_016794674v1
Scaffold10748	chrUn_NW_016704714v1
Scaffold107480	chrUn_NW_016794675v1
Scaffold107481	chrUn_NW_016794676v1
Scaffold107482	chrUn_NW_016794677v1
Scaffold107483	chrUn_NW_016794678v1
Scaffold107484	chrUn_NW_016794679v1
Scaffold107485	chrUn_NW_016794680v1
Scaffold107486	chrUn_NW_016794681v1
Scaffold107487	chrUn_NW_016794682v1
Scaffold107488	chrUn_NW_016794683v1
Scaffold107489	chrUn_NW_016794684v1
Scaffold107490	chrUn_NW_016794685v1
Scaffold107491	chrUn_NW_016794686v1
Scaffold107492	chrUn_NW_016794687v1
Scaffold107493	chrUn_NW_016794688v1
Scaffold107494	chrUn_NW_016794689v1
Scaffold107495	chrUn_NW_016794690v1
Scaffold107496	chrUn_NW_016794691v1
Scaffold107497	chrUn_NW_016794692v1
Scaffold107498	chrUn_NW_016794693v1
Scaffold107499	chrUn_NW_016794694v1
Scaffold1075	chrUn_NW_016695850v1
Scaffold10750	chrUn_NW_016704715v1
Scaffold107500	chrUn_NW_016794695v1
Scaffold107501	chrUn_NW_016794696v1
Scaffold107502	chrUn_NW_016794697v1
Scaffold107503	chrUn_NW_016794698v1
Scaffold107504	chrUn_NW_016794699v1
Scaffold107505	chrUn_NW_016794700v1
Scaffold107506	chrUn_NW_016794701v1
Scaffold107507	chrUn_NW_016794702v1
Scaffold107508	chrUn_NW_016794703v1
Scaffold107509	chrUn_NW_016794704v1
Scaffold10751	chrUn_NW_016704716v1
Scaffold107510	chrUn_NW_016794705v1
Scaffold107511	chrUn_NW_016794706v1
Scaffold107512	chrUn_NW_016794707v1
Scaffold107513	chrUn_NW_016794708v1
Scaffold107514	chrUn_NW_016794709v1
Scaffold107515	chrUn_NW_016794710v1
Scaffold107516	chrUn_NW_016794711v1
Scaffold107517	chrUn_NW_016794712v1
Scaffold107518	chrUn_NW_016794713v1
Scaffold107519	chrUn_NW_016794714v1
Scaffold10752	chrUn_NW_016704717v1
Scaffold107520	chrUn_NW_016794715v1
Scaffold107521	chrUn_NW_016794716v1
Scaffold107522	chrUn_NW_016794717v1
Scaffold107523	chrUn_NW_016794718v1
Scaffold107524	chrUn_NW_016794719v1
Scaffold107525	chrUn_NW_016794720v1
Scaffold107526	chrUn_NW_016794721v1
Scaffold107527	chrUn_NW_016794722v1
Scaffold107528	chrUn_NW_016794723v1
Scaffold107529	chrUn_NW_016794724v1
Scaffold10753	chrUn_NW_016704718v1
Scaffold107530	chrUn_NW_016794725v1
Scaffold107531	chrUn_NW_016794726v1
Scaffold107532	chrUn_NW_016794727v1
Scaffold107533	chrUn_NW_016794728v1
Scaffold107534	chrUn_NW_016794729v1
Scaffold107535	chrUn_NW_016794730v1
Scaffold107536	chrUn_NW_016794731v1
Scaffold107537	chrUn_NW_016794732v1
Scaffold107538	chrUn_NW_016794733v1
Scaffold107539	chrUn_NW_016794734v1
Scaffold10754	chrUn_NW_016704719v1
Scaffold107540	chrUn_NW_016794735v1
Scaffold107541	chrUn_NW_016794736v1
Scaffold107542	chrUn_NW_016794737v1
Scaffold107543	chrUn_NW_016794738v1
Scaffold107544	chrUn_NW_016794739v1
Scaffold107545	chrUn_NW_016794740v1
Scaffold107546	chrUn_NW_016794741v1
Scaffold107547	chrUn_NW_016794742v1
Scaffold107548	chrUn_NW_016794743v1
Scaffold107549	chrUn_NW_016794744v1
Scaffold10755	chrUn_NW_016704720v1
Scaffold107550	chrUn_NW_016794745v1
Scaffold107551	chrUn_NW_016794746v1
Scaffold107552	chrUn_NW_016794747v1
Scaffold107553	chrUn_NW_016794748v1
Scaffold107554	chrUn_NW_016794749v1
Scaffold107555	chrUn_NW_016794750v1
Scaffold107556	chrUn_NW_016794751v1
Scaffold107557	chrUn_NW_016794752v1
Scaffold107558	chrUn_NW_016794753v1
Scaffold107559	chrUn_NW_016794754v1
Scaffold107560	chrUn_NW_016794755v1
Scaffold107561	chrUn_NW_016794756v1
Scaffold107562	chrUn_NW_016794757v1
Scaffold107563	chrUn_NW_016794758v1
Scaffold107564	chrUn_NW_016794759v1
Scaffold107565	chrUn_NW_016794760v1
Scaffold107566	chrUn_NW_016794761v1
Scaffold107567	chrUn_NW_016794762v1
Scaffold107568	chrUn_NW_016794763v1
Scaffold107569	chrUn_NW_016794764v1
Scaffold10757	chrUn_NW_016704721v1
Scaffold107570	chrUn_NW_016794765v1
Scaffold107571	chrUn_NW_016794766v1
Scaffold107572	chrUn_NW_016794767v1
Scaffold107573	chrUn_NW_016794768v1
Scaffold107574	chrUn_NW_016794769v1
Scaffold107575	chrUn_NW_016794770v1
Scaffold107576	chrUn_NW_016794771v1
Scaffold107577	chrUn_NW_016794772v1
Scaffold107578	chrUn_NW_016794773v1
Scaffold107579	chrUn_NW_016794774v1
Scaffold10758	chrUn_NW_016704722v1
Scaffold107580	chrUn_NW_016794775v1
Scaffold107581	chrUn_NW_016794776v1
Scaffold107582	chrUn_NW_016794777v1
Scaffold107583	chrUn_NW_016794778v1
Scaffold107584	chrUn_NW_016794779v1
Scaffold107585	chrUn_NW_016794780v1
Scaffold107586	chrUn_NW_016794781v1
Scaffold107587	chrUn_NW_016794782v1
Scaffold107588	chrUn_NW_016794783v1
Scaffold107589	chrUn_NW_016794784v1
Scaffold10759	chrUn_NW_016704723v1
Scaffold107590	chrUn_NW_016794785v1
Scaffold107591	chrUn_NW_016794786v1
Scaffold107592	chrUn_NW_016794787v1
Scaffold107593	chrUn_NW_016794788v1
Scaffold107594	chrUn_NW_016794789v1
Scaffold107595	chrUn_NW_016794790v1
Scaffold107596	chrUn_NW_016794791v1
Scaffold107597	chrUn_NW_016794792v1
Scaffold107598	chrUn_NW_016794793v1
Scaffold107599	chrUn_NW_016794794v1
Scaffold1076	chrUn_NW_016695851v1
Scaffold10760	chrUn_NW_016704724v1
Scaffold107600	chrUn_NW_016794795v1
Scaffold107601	chrUn_NW_016794796v1
Scaffold107602	chrUn_NW_016794797v1
Scaffold107603	chrUn_NW_016794798v1
Scaffold107604	chrUn_NW_016794799v1
Scaffold107605	chrUn_NW_016794800v1
Scaffold107606	chrUn_NW_016794801v1
Scaffold107607	chrUn_NW_016794802v1
Scaffold107608	chrUn_NW_016794803v1
Scaffold107609	chrUn_NW_016794804v1
Scaffold10761	chrUn_NW_016704725v1
Scaffold107610	chrUn_NW_016794805v1
Scaffold107611	chrUn_NW_016794806v1
Scaffold107612	chrUn_NW_016794807v1
Scaffold107613	chrUn_NW_016794808v1
Scaffold107614	chrUn_NW_016794809v1
Scaffold107615	chrUn_NW_016794810v1
Scaffold107616	chrUn_NW_016794811v1
Scaffold107617	chrUn_NW_016794812v1
Scaffold107618	chrUn_NW_016794813v1
Scaffold107619	chrUn_NW_016794814v1
Scaffold10762	chrUn_NW_016704726v1
Scaffold107620	chrUn_NW_016794815v1
Scaffold107621	chrUn_NW_016794816v1
Scaffold107622	chrUn_NW_016794817v1
Scaffold107623	chrUn_NW_016794818v1
Scaffold107624	chrUn_NW_016794819v1
Scaffold107625	chrUn_NW_016794820v1
Scaffold107626	chrUn_NW_016794821v1
Scaffold107627	chrUn_NW_016794822v1
Scaffold107628	chrUn_NW_016794823v1
Scaffold107629	chrUn_NW_016794824v1
Scaffold10763	chrUn_NW_016704727v1
Scaffold107630	chrUn_NW_016794825v1
Scaffold107631	chrUn_NW_016794826v1
Scaffold107632	chrUn_NW_016794827v1
Scaffold107633	chrUn_NW_016794828v1
Scaffold107634	chrUn_NW_016794829v1
Scaffold107635	chrUn_NW_016794830v1
Scaffold107636	chrUn_NW_016794831v1
Scaffold107637	chrUn_NW_016794832v1
Scaffold107638	chrUn_NW_016794833v1
Scaffold107639	chrUn_NW_016794834v1
Scaffold10764	chrUn_NW_016704728v1
Scaffold107640	chrUn_NW_016794835v1
Scaffold107641	chrUn_NW_016794836v1
Scaffold107642	chrUn_NW_016794837v1
Scaffold107643	chrUn_NW_016794838v1
Scaffold107644	chrUn_NW_016794839v1
Scaffold107645	chrUn_NW_016794840v1
Scaffold107646	chrUn_NW_016794841v1
Scaffold107647	chrUn_NW_016794842v1
Scaffold107648	chrUn_NW_016794843v1
Scaffold107649	chrUn_NW_016794844v1
Scaffold10765	chrUn_NW_016704729v1
Scaffold107650	chrUn_NW_016794845v1
Scaffold107651	chrUn_NW_016794846v1
Scaffold107652	chrUn_NW_016794847v1
Scaffold107653	chrUn_NW_016794848v1
Scaffold107654	chrUn_NW_016794849v1
Scaffold107655	chrUn_NW_016794850v1
Scaffold107656	chrUn_NW_016794851v1
Scaffold107657	chrUn_NW_016794852v1
Scaffold107658	chrUn_NW_016794853v1
Scaffold107659	chrUn_NW_016794854v1
Scaffold10766	chrUn_NW_016704730v1
Scaffold107660	chrUn_NW_016794855v1
Scaffold107661	chrUn_NW_016794856v1
Scaffold107662	chrUn_NW_016794857v1
Scaffold107663	chrUn_NW_016794858v1
Scaffold107664	chrUn_NW_016794859v1
Scaffold107665	chrUn_NW_016794860v1
Scaffold107666	chrUn_NW_016794861v1
Scaffold107667	chrUn_NW_016794862v1
Scaffold107668	chrUn_NW_016794863v1
Scaffold107669	chrUn_NW_016794864v1
Scaffold10767	chrUn_NW_016704731v1
Scaffold107670	chrUn_NW_016794865v1
Scaffold107671	chrUn_NW_016794866v1
Scaffold107672	chrUn_NW_016794867v1
Scaffold107673	chrUn_NW_016794868v1
Scaffold107674	chrUn_NW_016794869v1
Scaffold107675	chrUn_NW_016794870v1
Scaffold107676	chrUn_NW_016794871v1
Scaffold107677	chrUn_NW_016794872v1
Scaffold107678	chrUn_NW_016794873v1
Scaffold107679	chrUn_NW_016794874v1
Scaffold10768	chrUn_NW_016704732v1
Scaffold107680	chrUn_NW_016794875v1
Scaffold107681	chrUn_NW_016794876v1
Scaffold107682	chrUn_NW_016794877v1
Scaffold107683	chrUn_NW_016794878v1
Scaffold107684	chrUn_NW_016794879v1
Scaffold107685	chrUn_NW_016794880v1
Scaffold107686	chrUn_NW_016794881v1
Scaffold107687	chrUn_NW_016794882v1
Scaffold107688	chrUn_NW_016794883v1
Scaffold107689	chrUn_NW_016794884v1
Scaffold10769	chrUn_NW_016704733v1
Scaffold107690	chrUn_NW_016794885v1
Scaffold107691	chrUn_NW_016794886v1
Scaffold107692	chrUn_NW_016794887v1
Scaffold107693	chrUn_NW_016794888v1
Scaffold107694	chrUn_NW_016794889v1
Scaffold107695	chrUn_NW_016794890v1
Scaffold107696	chrUn_NW_016794891v1
Scaffold107697	chrUn_NW_016794892v1
Scaffold107698	chrUn_NW_016794893v1
Scaffold107699	chrUn_NW_016794894v1
Scaffold1077	chrUn_NW_016695852v1
Scaffold10770	chrUn_NW_016704734v1
Scaffold107700	chrUn_NW_016794895v1
Scaffold107701	chrUn_NW_016794896v1
Scaffold107702	chrUn_NW_016794897v1
Scaffold107703	chrUn_NW_016794898v1
Scaffold107704	chrUn_NW_016794899v1
Scaffold107705	chrUn_NW_016794900v1
Scaffold107706	chrUn_NW_016794901v1
Scaffold107707	chrUn_NW_016794902v1
Scaffold107708	chrUn_NW_016794903v1
Scaffold107709	chrUn_NW_016794904v1
Scaffold10771	chrUn_NW_016704735v1
Scaffold107710	chrUn_NW_016794905v1
Scaffold107711	chrUn_NW_016794906v1
Scaffold107712	chrUn_NW_016794907v1
Scaffold107713	chrUn_NW_016794908v1
Scaffold107714	chrUn_NW_016794909v1
Scaffold107715	chrUn_NW_016794910v1
Scaffold107716	chrUn_NW_016794911v1
Scaffold107717	chrUn_NW_016794912v1
Scaffold107718	chrUn_NW_016794913v1
Scaffold107719	chrUn_NW_016794914v1
Scaffold10772	chrUn_NW_016704736v1
Scaffold107720	chrUn_NW_016794915v1
Scaffold107721	chrUn_NW_016794916v1
Scaffold107722	chrUn_NW_016794917v1
Scaffold107723	chrUn_NW_016794918v1
Scaffold107724	chrUn_NW_016794919v1
Scaffold107725	chrUn_NW_016794920v1
Scaffold107726	chrUn_NW_016794921v1
Scaffold107727	chrUn_NW_016794922v1
Scaffold107728	chrUn_NW_016794923v1
Scaffold107729	chrUn_NW_016794924v1
Scaffold10773	chrUn_NW_016704737v1
Scaffold107730	chrUn_NW_016794925v1
Scaffold107731	chrUn_NW_016794926v1
Scaffold107732	chrUn_NW_016794927v1
Scaffold107733	chrUn_NW_016794928v1
Scaffold107734	chrUn_NW_016794929v1
Scaffold107735	chrUn_NW_016794930v1
Scaffold107736	chrUn_NW_016794931v1
Scaffold107737	chrUn_NW_016794932v1
Scaffold107738	chrUn_NW_016794933v1
Scaffold107739	chrUn_NW_016794934v1
Scaffold10774	chrUn_NW_016704738v1
Scaffold107740	chrUn_NW_016794935v1
Scaffold107741	chrUn_NW_016794936v1
Scaffold107742	chrUn_NW_016794937v1
Scaffold107743	chrUn_NW_016794938v1
Scaffold107744	chrUn_NW_016794939v1
Scaffold107745	chrUn_NW_016794940v1
Scaffold107746	chrUn_NW_016794941v1
Scaffold107747	chrUn_NW_016794942v1
Scaffold107748	chrUn_NW_016794943v1
Scaffold107749	chrUn_NW_016794944v1
Scaffold10775	chrUn_NW_016704739v1
Scaffold107750	chrUn_NW_016794945v1
Scaffold107751	chrUn_NW_016794946v1
Scaffold107752	chrUn_NW_016794947v1
Scaffold107753	chrUn_NW_016794948v1
Scaffold107754	chrUn_NW_016794949v1
Scaffold107755	chrUn_NW_016794950v1
Scaffold107756	chrUn_NW_016794951v1
Scaffold107757	chrUn_NW_016794952v1
Scaffold107758	chrUn_NW_016794953v1
Scaffold107759	chrUn_NW_016794954v1
Scaffold10776	chrUn_NW_016704740v1
Scaffold107760	chrUn_NW_016794955v1
Scaffold107761	chrUn_NW_016794956v1
Scaffold107762	chrUn_NW_016794957v1
Scaffold107763	chrUn_NW_016794958v1
Scaffold107764	chrUn_NW_016794959v1
Scaffold107765	chrUn_NW_016794960v1
Scaffold107766	chrUn_NW_016794961v1
Scaffold107767	chrUn_NW_016794962v1
Scaffold107768	chrUn_NW_016794963v1
Scaffold107769	chrUn_NW_016794964v1
Scaffold107770	chrUn_NW_016794965v1
Scaffold107771	chrUn_NW_016794966v1
Scaffold107772	chrUn_NW_016794967v1
Scaffold107773	chrUn_NW_016794968v1
Scaffold107774	chrUn_NW_016794969v1
Scaffold107775	chrUn_NW_016794970v1
Scaffold107776	chrUn_NW_016794971v1
Scaffold107777	chrUn_NW_016794972v1
Scaffold107778	chrUn_NW_016794973v1
Scaffold107779	chrUn_NW_016794974v1
Scaffold107780	chrUn_NW_016794975v1
Scaffold107781	chrUn_NW_016794976v1
Scaffold107782	chrUn_NW_016794977v1
Scaffold107783	chrUn_NW_016794978v1
Scaffold107784	chrUn_NW_016794979v1
Scaffold107785	chrUn_NW_016794980v1
Scaffold107786	chrUn_NW_016794981v1
Scaffold107787	chrUn_NW_016794982v1
Scaffold107788	chrUn_NW_016794983v1
Scaffold107789	chrUn_NW_016794984v1
Scaffold10779	chrUn_NW_016704741v1
Scaffold107790	chrUn_NW_016794985v1
Scaffold107791	chrUn_NW_016794986v1
Scaffold107792	chrUn_NW_016794987v1
Scaffold107793	chrUn_NW_016794988v1
Scaffold107794	chrUn_NW_016794989v1
Scaffold107795	chrUn_NW_016794990v1
Scaffold107796	chrUn_NW_016794991v1
Scaffold107797	chrUn_NW_016794992v1
Scaffold107798	chrUn_NW_016794993v1
Scaffold107799	chrUn_NW_016794994v1
Scaffold1078	chrUn_NW_016695853v1
Scaffold10780	chrUn_NW_016704742v1
Scaffold107800	chrUn_NW_016794995v1
Scaffold107801	chrUn_NW_016794996v1
Scaffold107802	chrUn_NW_016794997v1
Scaffold107803	chrUn_NW_016794998v1
Scaffold107804	chrUn_NW_016794999v1
Scaffold107805	chrUn_NW_016795000v1
Scaffold107806	chrUn_NW_016795001v1
Scaffold107807	chrUn_NW_016795002v1
Scaffold107808	chrUn_NW_016795003v1
Scaffold107809	chrUn_NW_016795004v1
Scaffold10781	chrUn_NW_016704743v1
Scaffold107810	chrUn_NW_016795005v1
Scaffold107811	chrUn_NW_016795006v1
Scaffold107812	chrUn_NW_016795007v1
Scaffold107813	chrUn_NW_016795008v1
Scaffold107814	chrUn_NW_016795009v1
Scaffold107815	chrUn_NW_016795010v1
Scaffold107816	chrUn_NW_016795011v1
Scaffold107817	chrUn_NW_016795012v1
Scaffold107818	chrUn_NW_016795013v1
Scaffold107819	chrUn_NW_016795014v1
Scaffold10782	chrUn_NW_016704744v1
Scaffold107820	chrUn_NW_016795015v1
