Chr01	chr1
scaffold_4141	chrUn_NW_016686252v1
scaffold_4142	chrUn_NW_016686253v1
scaffold_4145	chrUn_NW_016686254v1
scaffold_4146	chrUn_NW_016686255v1
scaffold_4149	chrUn_NW_016686256v1
scaffold_415	chrUn_NW_016683671v1
scaffold_4151	chrUn_NW_016686257v1
scaffold_4152	chrUn_NW_016686258v1
scaffold_4153	chrUn_NW_016686259v1
scaffold_4154	chrUn_NW_016686260v1
scaffold_4155	chrUn_NW_016686261v1
scaffold_4156	chrUn_NW_016686262v1
scaffold_4157	chrUn_NW_016686263v1
scaffold_4158	chrUn_NW_016686264v1
scaffold_4159	chrUn_NW_016686265v1
scaffold_416	chrUn_NW_016683672v1
scaffold_4160	chrUn_NW_016686266v1
scaffold_4162	chrUn_NW_016686267v1
scaffold_4163	chrUn_NW_016686268v1
scaffold_4164	chrUn_NW_016686269v1
scaffold_4165	chrUn_NW_016686270v1
scaffold_4166	chrUn_NW_016686271v1
scaffold_4167	chrUn_NW_016686272v1
scaffold_4168	chrUn_NW_016686273v1
scaffold_4169	chrUn_NW_016686274v1
scaffold_417	chrUn_NW_016683673v1
scaffold_4170	chrUn_NW_016686275v1
scaffold_4171	chrUn_NW_016686276v1
scaffold_4172	chrUn_NW_016686277v1
scaffold_4173	chrUn_NW_016686278v1
scaffold_4174	chrUn_NW_016686279v1
scaffold_4175	chrUn_NW_016686280v1
scaffold_4176	chrUn_NW_016686281v1
scaffold_4177	chrUn_NW_016686282v1
scaffold_4178	chrUn_NW_016686283v1
scaffold_4179	chrUn_NW_016686284v1
scaffold_418	chrUn_NW_016683674v1
scaffold_4182	chrUn_NW_016686285v1
scaffold_4184	chrUn_NW_016686286v1
scaffold_4185	chrUn_NW_016686287v1
scaffold_4186	chrUn_NW_016686288v1
scaffold_4187	chrUn_NW_016686289v1
scaffold_4188	chrUn_NW_016686290v1
scaffold_4189	chrUn_NW_016686291v1
scaffold_419	chrUn_NW_016683675v1
scaffold_4190	chrUn_NW_016686292v1
scaffold_4191	chrUn_NW_016686293v1
scaffold_4192	chrUn_NW_016686294v1
scaffold_4193	chrUn_NW_016686295v1
scaffold_4194	chrUn_NW_016686296v1
scaffold_4196	chrUn_NW_016686297v1
scaffold_4197	chrUn_NW_016686298v1
scaffold_4198	chrUn_NW_016686299v1
scaffold_42	chrUn_NW_016683388v1
scaffold_420	chrUn_NW_016683676v1
scaffold_4201	chrUn_NW_016686300v1
scaffold_4203	chrUn_NW_016686301v1
scaffold_4204	chrUn_NW_016686302v1
scaffold_4205	chrUn_NW_016686303v1
scaffold_4207	chrUn_NW_016686304v1
scaffold_4208	chrUn_NW_016686305v1
scaffold_421	chrUn_NW_016683677v1
scaffold_4210	chrUn_NW_016686306v1
scaffold_4211	chrUn_NW_016686307v1
scaffold_4212	chrUn_NW_016686308v1
scaffold_4214	chrUn_NW_016686309v1
scaffold_4215	chrUn_NW_016686310v1
scaffold_4216	chrUn_NW_016686311v1
scaffold_4217	chrUn_NW_016686312v1
scaffold_4219	chrUn_NW_016686313v1
scaffold_422	chrUn_NW_016683678v1
scaffold_4221	chrUn_NW_016686314v1
scaffold_4223	chrUn_NW_016686315v1
scaffold_4225	chrUn_NW_016686316v1
scaffold_4226	chrUn_NW_016686317v1
scaffold_4227	chrUn_NW_016686318v1
scaffold_4228	chrUn_NW_016686319v1
scaffold_4229	chrUn_NW_016686320v1
scaffold_423	chrUn_NW_016683679v1
scaffold_4230	chrUn_NW_016686321v1
scaffold_4231	chrUn_NW_016686322v1
scaffold_4232	chrUn_NW_016686323v1
scaffold_4233	chrUn_NW_016686324v1
scaffold_4234	chrUn_NW_016686325v1
scaffold_4235	chrUn_NW_016686326v1
scaffold_4236	chrUn_NW_016686327v1
scaffold_4237	chrUn_NW_016686328v1
scaffold_4239	chrUn_NW_016686329v1
scaffold_424	chrUn_NW_016683680v1
scaffold_4241	chrUn_NW_016686330v1
scaffold_4243	chrUn_NW_016686331v1
scaffold_4245	chrUn_NW_016686332v1
scaffold_4246	chrUn_NW_016686333v1
scaffold_4247	chrUn_NW_016686334v1
scaffold_4249	chrUn_NW_016686335v1
scaffold_425	chrUn_NW_016683681v1
scaffold_4251	chrUn_NW_016686336v1
scaffold_4252	chrUn_NW_016686337v1
scaffold_4255	chrUn_NW_016686338v1
scaffold_4257	chrUn_NW_016686339v1
scaffold_4258	chrUn_NW_016686340v1
scaffold_4259	chrUn_NW_016686341v1
scaffold_426	chrUn_NW_016683682v1
scaffold_4260	chrUn_NW_016686342v1
scaffold_4261	chrUn_NW_016686343v1
scaffold_4263	chrUn_NW_016686344v1
scaffold_4265	chrUn_NW_016686345v1
scaffold_4266	chrUn_NW_016686346v1
scaffold_4267	chrUn_NW_016686347v1
scaffold_427	chrUn_NW_016683683v1
scaffold_4271	chrUn_NW_016686348v1
scaffold_4272	chrUn_NW_016686349v1
scaffold_4274	chrUn_NW_016686350v1
scaffold_4276	chrUn_NW_016686351v1
scaffold_4278	chrUn_NW_016686352v1
scaffold_428	chrUn_NW_016683684v1
scaffold_4280	chrUn_NW_016686353v1
scaffold_4283	chrUn_NW_016686354v1
scaffold_4284	chrUn_NW_016686355v1
scaffold_4285	chrUn_NW_016686356v1
scaffold_4287	chrUn_NW_016686357v1
scaffold_4289	chrUn_NW_016686358v1
scaffold_429	chrUn_NW_016683685v1
scaffold_4291	chrUn_NW_016686359v1
scaffold_4292	chrUn_NW_016686360v1
scaffold_4295	chrUn_NW_016686361v1
scaffold_4296	chrUn_NW_016686362v1
scaffold_4298	chrUn_NW_016686363v1
scaffold_4299	chrUn_NW_016686364v1
scaffold_430	chrUn_NW_016683686v1
scaffold_4301	chrUn_NW_016686365v1
scaffold_4304	chrUn_NW_016686366v1
scaffold_4305	chrUn_NW_016686367v1
scaffold_4306	chrUn_NW_016686368v1
scaffold_4308	chrUn_NW_016686369v1
scaffold_4309	chrUn_NW_016686370v1
scaffold_4310	chrUn_NW_016686371v1
scaffold_4311	chrUn_NW_016686372v1
scaffold_4312	chrUn_NW_016686373v1
scaffold_4313	chrUn_NW_016686374v1
scaffold_4314	chrUn_NW_016686375v1
scaffold_4315	chrUn_NW_016686376v1
scaffold_4316	chrUn_NW_016686377v1
scaffold_4317	chrUn_NW_016686378v1
scaffold_4318	chrUn_NW_016686379v1
scaffold_4319	chrUn_NW_016686380v1
scaffold_432	chrUn_NW_016683687v1
scaffold_4320	chrUn_NW_016686381v1
scaffold_4325	chrUn_NW_016686382v1
scaffold_4326	chrUn_NW_016686383v1
scaffold_4327	chrUn_NW_016686384v1
scaffold_4328	chrUn_NW_016686385v1
scaffold_433	chrUn_NW_016683688v1
scaffold_4331	chrUn_NW_016686386v1
scaffold_4332	chrUn_NW_016686387v1
scaffold_4334	chrUn_NW_016686388v1
scaffold_4335	chrUn_NW_016686389v1
scaffold_4336	chrUn_NW_016686390v1
scaffold_4337	chrUn_NW_016686391v1
scaffold_4338	chrUn_NW_016686392v1
scaffold_4339	chrUn_NW_016686393v1
scaffold_434	chrUn_NW_016683689v1
scaffold_4341	chrUn_NW_016686394v1
scaffold_4342	chrUn_NW_016686395v1
scaffold_4344	chrUn_NW_016686396v1
scaffold_4345	chrUn_NW_016686397v1
scaffold_4346	chrUn_NW_016686398v1
scaffold_4347	chrUn_NW_016686399v1
scaffold_4348	chrUn_NW_016686400v1
scaffold_4349	chrUn_NW_016686401v1
scaffold_435	chrUn_NW_016683690v1
scaffold_4350	chrUn_NW_016686402v1
scaffold_4352	chrUn_NW_016686403v1
scaffold_4353	chrUn_NW_016686404v1
scaffold_4354	chrUn_NW_016686405v1
scaffold_4356	chrUn_NW_016686406v1
scaffold_4357	chrUn_NW_016686407v1
scaffold_4358	chrUn_NW_016686408v1
scaffold_4359	chrUn_NW_016686409v1
scaffold_436	chrUn_NW_016683691v1
scaffold_4360	chrUn_NW_016686410v1
scaffold_4361	chrUn_NW_016686411v1
scaffold_4363	chrUn_NW_016686412v1
scaffold_4364	chrUn_NW_016686413v1
scaffold_4367	chrUn_NW_016686414v1
scaffold_4369	chrUn_NW_016686415v1
scaffold_4370	chrUn_NW_016686416v1
scaffold_4371	chrUn_NW_016686417v1
scaffold_4372	chrUn_NW_016686418v1
scaffold_4374	chrUn_NW_016686419v1
scaffold_4375	chrUn_NW_016686420v1
scaffold_4377	chrUn_NW_016686421v1
scaffold_4378	chrUn_NW_016686422v1
scaffold_4379	chrUn_NW_016686423v1
scaffold_438	chrUn_NW_016683692v1
scaffold_4380	chrUn_NW_016686424v1
scaffold_4382	chrUn_NW_016686425v1
scaffold_4383	chrUn_NW_016686426v1
scaffold_4384	chrUn_NW_016686427v1
scaffold_4387	chrUn_NW_016686428v1
scaffold_4388	chrUn_NW_016686429v1
scaffold_4389	chrUn_NW_016686430v1
scaffold_4390	chrUn_NW_016686431v1
scaffold_4391	chrUn_NW_016686432v1
scaffold_4392	chrUn_NW_016686433v1
scaffold_4393	chrUn_NW_016686434v1
scaffold_4394	chrUn_NW_016686435v1
scaffold_4396	chrUn_NW_016686436v1
scaffold_4399	chrUn_NW_016686437v1
scaffold_440	chrUn_NW_016683693v1
scaffold_4401	chrUn_NW_016686438v1
scaffold_4402	chrUn_NW_016686439v1
scaffold_4403	chrUn_NW_016686440v1
scaffold_4404	chrUn_NW_016686441v1
scaffold_4405	chrUn_NW_016686442v1
scaffold_4406	chrUn_NW_016686443v1
scaffold_4409	chrUn_NW_016686444v1
scaffold_4411	chrUn_NW_016686445v1
scaffold_4412	chrUn_NW_016686446v1
scaffold_4413	chrUn_NW_016686447v1
scaffold_4414	chrUn_NW_016686448v1
scaffold_4415	chrUn_NW_016686449v1
scaffold_4419	chrUn_NW_016686450v1
scaffold_4420	chrUn_NW_016686451v1
scaffold_4421	chrUn_NW_016686452v1
scaffold_4422	chrUn_NW_016686453v1
scaffold_4423	chrUn_NW_016686454v1
scaffold_4424	chrUn_NW_016686455v1
scaffold_4425	chrUn_NW_016686456v1
scaffold_4426	chrUn_NW_016686457v1
scaffold_4427	chrUn_NW_016686458v1
scaffold_4428	chrUn_NW_016686459v1
scaffold_4429	chrUn_NW_016686460v1
scaffold_443	chrUn_NW_016683694v1
scaffold_4432	chrUn_NW_016686461v1
scaffold_4433	chrUn_NW_016686462v1
scaffold_4434	chrUn_NW_016686463v1
scaffold_4436	chrUn_NW_016686464v1
scaffold_4438	chrUn_NW_016686465v1
scaffold_444	chrUn_NW_016683695v1
scaffold_4440	chrUn_NW_016686466v1
scaffold_4441	chrUn_NW_016686467v1
scaffold_4442	chrUn_NW_016686468v1
scaffold_4443	chrUn_NW_016686469v1
scaffold_4444	chrUn_NW_016686470v1
scaffold_4446	chrUn_NW_016686471v1
scaffold_4447	chrUn_NW_016686472v1
scaffold_4448	chrUn_NW_016686473v1
scaffold_445	chrUn_NW_016683696v1
scaffold_4450	chrUn_NW_016686474v1
scaffold_4451	chrUn_NW_016686475v1
scaffold_4454	chrUn_NW_016686476v1
scaffold_4455	chrUn_NW_016686477v1
scaffold_4456	chrUn_NW_016686478v1
scaffold_4457	chrUn_NW_016686479v1
scaffold_4459	chrUn_NW_016686480v1
scaffold_446	chrUn_NW_016683697v1
scaffold_4460	chrUn_NW_016686481v1
scaffold_4461	chrUn_NW_016686482v1
scaffold_4462	chrUn_NW_016686483v1
scaffold_4464	chrUn_NW_016686484v1
scaffold_4465	chrUn_NW_016686485v1
scaffold_4466	chrUn_NW_016686486v1
scaffold_4467	chrUn_NW_016686487v1
scaffold_4468	chrUn_NW_016686488v1
scaffold_4469	chrUn_NW_016686489v1
scaffold_447	chrUn_NW_016683698v1
scaffold_4470	chrUn_NW_016686490v1
scaffold_4471	chrUn_NW_016686491v1
scaffold_4472	chrUn_NW_016686492v1
scaffold_4473	chrUn_NW_016686493v1
scaffold_4474	chrUn_NW_016686494v1
scaffold_4475	chrUn_NW_016686495v1
scaffold_4476	chrUn_NW_016686496v1
scaffold_4477	chrUn_NW_016686497v1
scaffold_4478	chrUn_NW_016686498v1
scaffold_448	chrUn_NW_016683699v1
scaffold_4480	chrUn_NW_016686499v1
scaffold_4481	chrUn_NW_016686500v1
scaffold_4482	chrUn_NW_016686501v1
scaffold_4483	chrUn_NW_016686502v1
scaffold_4484	chrUn_NW_016686503v1
scaffold_4486	chrUn_NW_016686504v1
scaffold_4487	chrUn_NW_016686505v1
scaffold_4488	chrUn_NW_016686506v1
scaffold_4489	chrUn_NW_016686507v1
scaffold_449	chrUn_NW_016683700v1
scaffold_4490	chrUn_NW_016686508v1
scaffold_4491	chrUn_NW_016686509v1
scaffold_4492	chrUn_NW_016686510v1
scaffold_4493	chrUn_NW_016686511v1
scaffold_4496	chrUn_NW_016686512v1
scaffold_4497	chrUn_NW_016686513v1
scaffold_4499	chrUn_NW_016686514v1
scaffold_45	chrUn_NW_016683389v1
scaffold_450	chrUn_NW_016683701v1
scaffold_4500	chrUn_NW_016686515v1
scaffold_4501	chrUn_NW_016686516v1
scaffold_4502	chrUn_NW_016686517v1
scaffold_4503	chrUn_NW_016686518v1
scaffold_4504	chrUn_NW_016686519v1
scaffold_4505	chrUn_NW_016686520v1
scaffold_4507	chrUn_NW_016686521v1
scaffold_4509	chrUn_NW_016686522v1
scaffold_4510	chrUn_NW_016686523v1
scaffold_4511	chrUn_NW_016686524v1
scaffold_4513	chrUn_NW_016686525v1
scaffold_4514	chrUn_NW_016686526v1
scaffold_4515	chrUn_NW_016686527v1
scaffold_4516	chrUn_NW_016686528v1
scaffold_4518	chrUn_NW_016686529v1
scaffold_4519	chrUn_NW_016686530v1
scaffold_452	chrUn_NW_016683702v1
scaffold_4520	chrUn_NW_016686531v1
scaffold_4521	chrUn_NW_016686532v1
scaffold_4522	chrUn_NW_016686533v1
scaffold_4523	chrUn_NW_016686534v1
scaffold_4525	chrUn_NW_016686535v1
scaffold_4526	chrUn_NW_016686536v1
scaffold_4527	chrUn_NW_016686537v1
scaffold_4528	chrUn_NW_016686538v1
scaffold_4529	chrUn_NW_016686539v1
scaffold_453	chrUn_NW_016683703v1
scaffold_4531	chrUn_NW_016686540v1
scaffold_4534	chrUn_NW_016686541v1
scaffold_4535	chrUn_NW_016686542v1
scaffold_4536	chrUn_NW_016686543v1
scaffold_4537	chrUn_NW_016686544v1
scaffold_4538	chrUn_NW_016686545v1
scaffold_4539	chrUn_NW_016686546v1
scaffold_454	chrUn_NW_016683704v1
scaffold_4540	chrUn_NW_016686547v1
scaffold_4541	chrUn_NW_016686548v1
scaffold_4542	chrUn_NW_016686549v1
scaffold_4543	chrUn_NW_016686550v1
scaffold_4544	chrUn_NW_016686551v1
scaffold_4546	chrUn_NW_016686552v1
scaffold_4549	chrUn_NW_016686553v1
scaffold_455	chrUn_NW_016683705v1
scaffold_4550	chrUn_NW_016686554v1
scaffold_4553	chrUn_NW_016686555v1
scaffold_4555	chrUn_NW_016686556v1
scaffold_4556	chrUn_NW_016686557v1
scaffold_4557	chrUn_NW_016686558v1
scaffold_4558	chrUn_NW_016686559v1
scaffold_4559	chrUn_NW_016686560v1
scaffold_456	chrUn_NW_016683706v1
scaffold_4560	chrUn_NW_016686561v1
scaffold_4561	chrUn_NW_016686562v1
scaffold_4562	chrUn_NW_016686563v1
scaffold_4563	chrUn_NW_016686564v1
scaffold_4564	chrUn_NW_016686565v1
scaffold_4566	chrUn_NW_016686566v1
scaffold_4567	chrUn_NW_016686567v1
scaffold_4568	chrUn_NW_016686568v1
scaffold_4569	chrUn_NW_016686569v1
scaffold_457	chrUn_NW_016683707v1
scaffold_4570	chrUn_NW_016686570v1
scaffold_4571	chrUn_NW_016686571v1
scaffold_4573	chrUn_NW_016686572v1
scaffold_4574	chrUn_NW_016686573v1
scaffold_4577	chrUn_NW_016686574v1
scaffold_4578	chrUn_NW_016686575v1
scaffold_458	chrUn_NW_016683708v1
scaffold_4581	chrUn_NW_016686576v1
scaffold_4582	chrUn_NW_016686577v1
scaffold_4584	chrUn_NW_016686578v1
scaffold_4585	chrUn_NW_016686579v1
scaffold_4588	chrUn_NW_016686580v1
scaffold_4589	chrUn_NW_016686581v1
scaffold_459	chrUn_NW_016683709v1
scaffold_4590	chrUn_NW_016686582v1
scaffold_4591	chrUn_NW_016686583v1
scaffold_4595	chrUn_NW_016686584v1
scaffold_4597	chrUn_NW_016686585v1
scaffold_4599	chrUn_NW_016686586v1
scaffold_460	chrUn_NW_016683710v1
scaffold_4600	chrUn_NW_016686587v1
scaffold_4601	chrUn_NW_016686588v1
scaffold_4604	chrUn_NW_016686589v1
scaffold_4605	chrUn_NW_016686590v1
scaffold_4606	chrUn_NW_016686591v1
scaffold_4608	chrUn_NW_016686592v1
scaffold_461	chrUn_NW_016683711v1
scaffold_4610	chrUn_NW_016686593v1
scaffold_4611	chrUn_NW_016686594v1
scaffold_4612	chrUn_NW_016686595v1
scaffold_4613	chrUn_NW_016686596v1
scaffold_4614	chrUn_NW_016686597v1
scaffold_4615	chrUn_NW_016686598v1
scaffold_4617	chrUn_NW_016686599v1
scaffold_4619	chrUn_NW_016686600v1
scaffold_462	chrUn_NW_016683712v1
scaffold_4620	chrUn_NW_016686601v1
scaffold_4621	chrUn_NW_016686602v1
scaffold_4622	chrUn_NW_016686603v1
scaffold_4624	chrUn_NW_016686604v1
scaffold_4625	chrUn_NW_016686605v1
scaffold_4626	chrUn_NW_016686606v1
scaffold_4627	chrUn_NW_016686607v1
scaffold_4628	chrUn_NW_016686608v1
scaffold_4629	chrUn_NW_016686609v1
scaffold_463	chrUn_NW_016683713v1
scaffold_4632	chrUn_NW_016686610v1
scaffold_4635	chrUn_NW_016686611v1
scaffold_4636	chrUn_NW_016686612v1
scaffold_4638	chrUn_NW_016686613v1
scaffold_4639	chrUn_NW_016686614v1
scaffold_464	chrUn_NW_016683714v1
scaffold_4640	chrUn_NW_016686615v1
scaffold_4642	chrUn_NW_016686616v1
scaffold_4643	chrUn_NW_016686617v1
scaffold_4645	chrUn_NW_016686618v1
scaffold_4646	chrUn_NW_016686619v1
scaffold_4647	chrUn_NW_016686620v1
scaffold_4649	chrUn_NW_016686621v1
scaffold_465	chrUn_NW_016683715v1
scaffold_4650	chrUn_NW_016686622v1
scaffold_4651	chrUn_NW_016686623v1
scaffold_4652	chrUn_NW_016686624v1
scaffold_4653	chrUn_NW_016686625v1
scaffold_4654	chrUn_NW_016686626v1
scaffold_4655	chrUn_NW_016686627v1
scaffold_4658	chrUn_NW_016686628v1
scaffold_4659	chrUn_NW_016686629v1
scaffold_466	chrUn_NW_016683716v1
scaffold_4660	chrUn_NW_016686630v1
scaffold_4661	chrUn_NW_016686631v1
scaffold_4662	chrUn_NW_016686632v1
scaffold_4663	chrUn_NW_016686633v1
scaffold_4665	chrUn_NW_016686634v1
scaffold_4669	chrUn_NW_016686635v1
scaffold_467	chrUn_NW_016683717v1
scaffold_4670	chrUn_NW_016686636v1
scaffold_4672	chrUn_NW_016686637v1
scaffold_4673	chrUn_NW_016686638v1
scaffold_4674	chrUn_NW_016686639v1
scaffold_4675	chrUn_NW_016686640v1
scaffold_4677	chrUn_NW_016686641v1
scaffold_4678	chrUn_NW_016686642v1
scaffold_4679	chrUn_NW_016686643v1
scaffold_468	chrUn_NW_016683718v1
scaffold_4680	chrUn_NW_016686644v1
scaffold_4683	chrUn_NW_016686645v1
scaffold_4684	chrUn_NW_016686646v1
scaffold_4685	chrUn_NW_016686647v1
scaffold_4686	chrUn_NW_016686648v1
scaffold_4687	chrUn_NW_016686649v1
scaffold_4689	chrUn_NW_016686650v1
scaffold_469	chrUn_NW_016683719v1
scaffold_4690	chrUn_NW_016686651v1
scaffold_4691	chrUn_NW_016686652v1
scaffold_4692	chrUn_NW_016686653v1
scaffold_4693	chrUn_NW_016686654v1
scaffold_4696	chrUn_NW_016686655v1
scaffold_4697	chrUn_NW_016686656v1
scaffold_4698	chrUn_NW_016686657v1
scaffold_4699	chrUn_NW_016686658v1
scaffold_470	chrUn_NW_016683720v1
scaffold_4701	chrUn_NW_016686659v1
scaffold_4702	chrUn_NW_016686660v1
scaffold_4703	chrUn_NW_016686661v1
scaffold_4704	chrUn_NW_016686662v1
scaffold_4705	chrUn_NW_016686663v1
scaffold_4707	chrUn_NW_016686664v1
scaffold_4708	chrUn_NW_016686665v1
scaffold_4709	chrUn_NW_016686666v1
scaffold_4710	chrUn_NW_016686667v1
scaffold_4712	chrUn_NW_016686668v1
scaffold_4714	chrUn_NW_016686669v1
scaffold_4717	chrUn_NW_016686670v1
scaffold_4718	chrUn_NW_016686671v1
scaffold_472	chrUn_NW_016683721v1
scaffold_4721	chrUn_NW_016686672v1
scaffold_4722	chrUn_NW_016686673v1
scaffold_4723	chrUn_NW_016686674v1
scaffold_4724	chrUn_NW_016686675v1
scaffold_4725	chrUn_NW_016686676v1
scaffold_4726	chrUn_NW_016686677v1
scaffold_4727	chrUn_NW_016686678v1
scaffold_4728	chrUn_NW_016686679v1
scaffold_473	chrUn_NW_016683722v1
scaffold_4730	chrUn_NW_016686680v1
scaffold_4731	chrUn_NW_016686681v1
scaffold_4733	chrUn_NW_016686682v1
scaffold_4735	chrUn_NW_016686683v1
scaffold_4736	chrUn_NW_016686684v1
scaffold_4737	chrUn_NW_016686685v1
scaffold_4738	chrUn_NW_016686686v1
scaffold_4739	chrUn_NW_016686687v1
scaffold_474	chrUn_NW_016683723v1
scaffold_4740	chrUn_NW_016686688v1
scaffold_4741	chrUn_NW_016686689v1
scaffold_4742	chrUn_NW_016686690v1
scaffold_4744	chrUn_NW_016686691v1
scaffold_4745	chrUn_NW_016686692v1
scaffold_4746	chrUn_NW_016686693v1
scaffold_4748	chrUn_NW_016686694v1
scaffold_4749	chrUn_NW_016686695v1
scaffold_475	chrUn_NW_016683724v1
scaffold_4750	chrUn_NW_016686696v1
scaffold_4751	chrUn_NW_016686697v1
scaffold_4752	chrUn_NW_016686698v1
scaffold_4755	chrUn_NW_016686699v1
scaffold_4756	chrUn_NW_016686700v1
scaffold_4758	chrUn_NW_016686701v1
scaffold_476	chrUn_NW_016683725v1
scaffold_4760	chrUn_NW_016686702v1
scaffold_4761	chrUn_NW_016686703v1
scaffold_4762	chrUn_NW_016686704v1
scaffold_4763	chrUn_NW_016686705v1
scaffold_4765	chrUn_NW_016686706v1
scaffold_4767	chrUn_NW_016686707v1
scaffold_4769	chrUn_NW_016686708v1
scaffold_477	chrUn_NW_016683726v1
scaffold_4771	chrUn_NW_016686709v1
scaffold_4772	chrUn_NW_016686710v1
scaffold_4774	chrUn_NW_016686711v1
scaffold_4775	chrUn_NW_016686712v1
scaffold_4777	chrUn_NW_016686713v1
scaffold_478	chrUn_NW_016683727v1
scaffold_4780	chrUn_NW_016686714v1
scaffold_4782	chrUn_NW_016686715v1
scaffold_4783	chrUn_NW_016686716v1
scaffold_4784	chrUn_NW_016686717v1
scaffold_4785	chrUn_NW_016686718v1
scaffold_4787	chrUn_NW_016686719v1
scaffold_4788	chrUn_NW_016686720v1
scaffold_4789	chrUn_NW_016686721v1
scaffold_479	chrUn_NW_016683728v1
scaffold_4790	chrUn_NW_016686722v1
scaffold_4791	chrUn_NW_016686723v1
scaffold_4794	chrUn_NW_016686724v1
scaffold_4795	chrUn_NW_016686725v1
scaffold_4796	chrUn_NW_016686726v1
scaffold_4797	chrUn_NW_016686727v1
scaffold_4798	chrUn_NW_016686728v1
scaffold_48	chrUn_NW_016683390v1
scaffold_480	chrUn_NW_016683729v1
scaffold_4800	chrUn_NW_016686729v1
scaffold_4802	chrUn_NW_016686730v1
scaffold_4807	chrUn_NW_016686731v1
scaffold_4809	chrUn_NW_016686732v1
scaffold_481	chrUn_NW_016683730v1
scaffold_4810	chrUn_NW_016686733v1
scaffold_4811	chrUn_NW_016686734v1
scaffold_4813	chrUn_NW_016686735v1
scaffold_4815	chrUn_NW_016686736v1
scaffold_4816	chrUn_NW_016686737v1
scaffold_4817	chrUn_NW_016686738v1
scaffold_4818	chrUn_NW_016686739v1
scaffold_482	chrUn_NW_016683731v1
scaffold_4820	chrUn_NW_016686740v1
scaffold_4821	chrUn_NW_016686741v1
scaffold_4822	chrUn_NW_016686742v1
scaffold_4823	chrUn_NW_016686743v1
scaffold_4824	chrUn_NW_016686744v1
scaffold_4826	chrUn_NW_016686745v1
scaffold_4827	chrUn_NW_016686746v1
scaffold_4828	chrUn_NW_016686747v1
scaffold_4830	chrUn_NW_016686748v1
scaffold_4832	chrUn_NW_016686749v1
scaffold_4833	chrUn_NW_016686750v1
scaffold_4834	chrUn_NW_016686751v1
scaffold_4835	chrUn_NW_016686752v1
scaffold_4836	chrUn_NW_016686753v1
scaffold_4837	chrUn_NW_016686754v1
scaffold_4838	chrUn_NW_016686755v1
scaffold_4839	chrUn_NW_016686756v1
scaffold_484	chrUn_NW_016683732v1
scaffold_4843	chrUn_NW_016686757v1
scaffold_4844	chrUn_NW_016686758v1
scaffold_4846	chrUn_NW_016686759v1
scaffold_4848	chrUn_NW_016686760v1
scaffold_4849	chrUn_NW_016686761v1
scaffold_485	chrUn_NW_016683733v1
scaffold_4850	chrUn_NW_016686762v1
scaffold_4851	chrUn_NW_016686763v1
scaffold_4852	chrUn_NW_016686764v1
scaffold_4853	chrUn_NW_016686765v1
scaffold_4854	chrUn_NW_016686766v1
scaffold_4855	chrUn_NW_016686767v1
scaffold_4857	chrUn_NW_016686768v1
scaffold_4858	chrUn_NW_016686769v1
scaffold_4859	chrUn_NW_016686770v1
scaffold_486	chrUn_NW_016683734v1
scaffold_4862	chrUn_NW_016686771v1
scaffold_4863	chrUn_NW_016686772v1
scaffold_4864	chrUn_NW_016686773v1
scaffold_4865	chrUn_NW_016686774v1
scaffold_4867	chrUn_NW_016686775v1
scaffold_4868	chrUn_NW_016686776v1
scaffold_4869	chrUn_NW_016686777v1
scaffold_487	chrUn_NW_016683735v1
scaffold_4870	chrUn_NW_016686778v1
scaffold_4871	chrUn_NW_016686779v1
scaffold_4872	chrUn_NW_016686780v1
scaffold_4873	chrUn_NW_016686781v1
scaffold_4875	chrUn_NW_016686782v1
scaffold_4876	chrUn_NW_016686783v1
scaffold_4878	chrUn_NW_016686784v1
scaffold_488	chrUn_NW_016683736v1
scaffold_4880	chrUn_NW_016686785v1
scaffold_4881	chrUn_NW_016686786v1
scaffold_4884	chrUn_NW_016686787v1
scaffold_4885	chrUn_NW_016686788v1
scaffold_4887	chrUn_NW_016686789v1
scaffold_4888	chrUn_NW_016686790v1
scaffold_489	chrUn_NW_016683737v1
scaffold_4890	chrUn_NW_016686791v1
scaffold_4893	chrUn_NW_016686792v1
scaffold_4894	chrUn_NW_016686793v1
scaffold_4896	chrUn_NW_016686794v1
scaffold_4897	chrUn_NW_016686795v1
scaffold_4898	chrUn_NW_016686796v1
scaffold_4899	chrUn_NW_016686797v1
scaffold_49	chrUn_NW_016683391v1
scaffold_490	chrUn_NW_016683738v1
scaffold_4901	chrUn_NW_016686798v1
scaffold_4902	chrUn_NW_016686799v1
scaffold_4903	chrUn_NW_016686800v1
scaffold_4904	chrUn_NW_016686801v1
scaffold_4905	chrUn_NW_016686802v1
scaffold_4906	chrUn_NW_016686803v1
scaffold_4907	chrUn_NW_016686804v1
scaffold_4909	chrUn_NW_016686805v1
scaffold_4912	chrUn_NW_016686806v1
scaffold_4914	chrUn_NW_016686807v1
scaffold_4916	chrUn_NW_016686808v1
scaffold_4917	chrUn_NW_016686809v1
scaffold_4918	chrUn_NW_016686810v1
scaffold_4919	chrUn_NW_016686811v1
scaffold_492	chrUn_NW_016683739v1
scaffold_4920	chrUn_NW_016686812v1
scaffold_4921	chrUn_NW_016686813v1
scaffold_4922	chrUn_NW_016686814v1
scaffold_4923	chrUn_NW_016686815v1
scaffold_4924	chrUn_NW_016686816v1
scaffold_4925	chrUn_NW_016686817v1
